# HOMER Differential Peaks
# Original Peak File = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1_WT_KO_merged_peaks.txt
# Peak File Tag Directory = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1WT
# Background Tag Directory = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1KO
#
# Mode = Peaks enriched over background
# Differential peaks = 1729
# Fraction of original peaks = 1.99%
# Original number of peaks = 86750
# Size of region used to count tags = given peak sizes (-fixed)
# Fold change cutoff = 4.00
# Poisson p-value cutoff = 1.00e-04
# strand = 2 (tags counted on 0=+strand, 1=-strand, 2=both strands)
# peak directory tagAdjust = 66
# background directory tagAdjust = 190
#
# cmd = getDifferentialPeaks /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1_WT_KO_merged_peaks.txt /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1WT /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1KO
#
#PeakID	chr	start	end	strand	score	focus ratio/other	Total Tags	Background Tags	Fold Change vs. Background	p-value
Merged-chr10-86336667-1	chr10	86336597	86336737	+	0.000	0.000	19.0	2.0	9.50	6.49e-13
Merged-chr10-86366328-1	chr10	86366210	86366446	+	0.000	0.000	16.5	3.8	4.34	2.59e-06
Merged-chr10-88882203-1	chr10	88882111	88882296	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr10-92233747-1	chr10	92233644	92233851	+	0.000	0.000	14.0	1.8	7.78	8.07e-09
Merged-chr10-92332290-1	chr10	92332198	92332383	+	0.000	0.000	16.0	2.4	6.67	6.11e-09
Merged-chr10-92334117-1	chr10	92334031	92334204	+	0.000	0.000	18.5	4.2	4.40	4.96e-07
Merged-chr10-93437570-1	chr10	93437477	93437664	+	0.000	0.000	25.0	4.2	5.95	4.40e-12
Merged-chr10-93628590-1	chr10	93628490	93628691	+	0.000	0.000	11.0	2.4	4.58	4.31e-05
Merged-chr10-94448929-1	chr10	94448868	94448991	+	0.000	0.000	8.5	1.0	8.50	1.03e-05
Merged-chr10-94481168-1	chr10	94481078	94481259	+	0.000	0.000	12.0	2.0	6.00	1.37e-06
Merged-chr10-94892507-1	chr10	94892387	94892628	+	0.000	0.000	16.0	3.6	4.44	1.31e-06
Merged-chr10-95291794-1	chr10	95291734	95291854	+	0.000	0.000	18.5	3.8	4.87	1.19e-07
Merged-chr10-95300034-2	chr10	95299862	95300162	+	0.000	0.000	31.0	7.4	4.19	8.53e-11
Merged-chr10-109767275-1	chr10	109767210	109767341	+	0.000	0.000	11.0	1.8	6.11	3.13e-06
Merged-chr10-110931362-2	chr10	110931248	110931482	+	0.000	0.000	53.5	9.0	5.94	1.30e-23
Merged-chr10-116829393-1	chr10	116829299	116829487	+	0.000	0.000	12.0	1.0	12.00	8.32e-10
Merged-chr10-116957410-1	chr10	116957332	116957489	+	0.000	0.000	14.5	3.0	4.83	3.40e-06
Merged-chr10-119414014-1	chr10	119413940	119414088	+	0.000	0.000	10.0	1.6	6.25	7.15e-06
Merged-chr10-119490619-1	chr10	119490490	119490748	+	0.000	0.000	13.5	0.6	22.50	1.15e-13
Merged-chr10-120370632-1	chr10	120370546	120370718	+	0.000	0.000	19.5	4.8	4.06	7.79e-07
Merged-chr10-120726500-1	chr10	120726443	120726558	+	0.000	0.000	13.5	3.2	4.22	3.12e-05
Merged-chr10-123401559-1	chr10	123401493	123401626	+	0.000	0.000	12.0	2.8	4.29	3.74e-05
Merged-chr10-124372406-1	chr10	124372301	124372512	+	0.000	0.000	40.5	4.8	8.44	2.03e-23
Merged-chr10-127903553-1	chr10	127903478	127903629	+	0.000	0.000	10.0	1.6	6.25	7.15e-06
Merged-chr10-128389717-1	chr10	128389639	128389796	+	0.000	0.000	12.5	2.0	6.25	1.37e-06
Merged-chr10-129908463-1	chr10	129908405	129908521	+	0.000	0.000	12.5	2.8	4.46	3.74e-05
Merged-chr11-3299315-1	chr11	3299229	3299401	+	0.000	0.000	44.0	6.2	7.10	6.51e-23
Merged-chr11-5033424-1	chr11	5033305	5033544	+	0.000	0.000	18.0	3.2	5.62	9.47e-09
Merged-chr11-5453900-1	chr11	5453805	5453996	+	0.000	0.000	14.0	2.6	5.38	6.64e-07
Merged-chr11-6837416-1	chr11	6837343	6837489	+	0.000	0.000	11.0	1.4	7.86	2.83e-07
Merged-chr11-8639548-1	chr11	8639457	8639639	+	0.000	0.000	20.0	4.4	4.55	4.71e-08
Merged-chr11-11340172-1	chr11	11340089	11340256	+	0.000	0.000	18.5	4.4	4.20	9.50e-07
Merged-chr11-11476261-1	chr11	11476172	11476351	+	0.000	0.000	21.5	4.8	4.48	4.16e-08
Merged-chr11-21280186-1	chr11	21280090	21280282	+	0.000	0.000	9.5	1.6	5.94	4.54e-05
Merged-chr11-24128094-1	chr11	24128031	24128158	+	0.000	0.000	57.0	13.4	4.25	8.56e-19
Merged-chr11-24193049-1	chr11	24192981	24193118	+	0.000	0.000	16.0	3.2	5.00	2.90e-07
Merged-chr11-24270913-1	chr11	24270856	24270970	+	0.000	0.000	15.5	1.8	8.61	9.61e-10
Merged-chr11-26146682-1	chr11	26146583	26146782	+	0.000	0.000	14.0	3.4	4.12	1.36e-05
Merged-chr11-28338375-1	chr11	28338320	28338430	+	0.000	0.000	8.0	0.6	13.33	2.29e-07
Merged-chr11-30237036-1	chr11	30236926	30237147	+	0.000	0.000	15.0	3.4	4.41	3.03e-06
Merged-chr11-32010593-1	chr11	32010494	32010692	+	0.000	0.000	53.0	6.8	7.79	3.97e-29
Merged-chr11-33088448-3	chr11	33088039	33088739	+	0.000	0.000	92.0	19.8	4.65	5.07e-32
Merged-chr11-33908833-1	chr11	33908729	33908938	+	0.000	0.000	33.5	5.0	6.70	1.06e-16
Merged-chr11-34176621-1	chr11	34176543	34176700	+	0.000	0.000	13.0	1.8	7.22	6.34e-08
Merged-chr11-34257899-1	chr11	34257767	34258032	+	0.000	0.000	9.5	1.0	9.50	1.13e-06
Merged-chr11-34424368-2	chr11	34424191	34424553	+	0.000	0.000	58.0	4.8	12.08	1.24e-41
Merged-chr11-34842160-1	chr11	34842073	34842247	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr11-35915402-1	chr11	35915343	35915462	+	0.000	0.000	13.0	1.4	9.29	3.49e-09
Merged-chr11-36490171-1	chr11	36490106	36490237	+	0.000	0.000	12.0	2.0	6.00	1.37e-06
Merged-chr11-44210784-1	chr11	44210605	44210964	+	0.000	0.000	12.5	1.6	7.81	1.35e-07
Merged-chr11-44527312-1	chr11	44527212	44527413	+	0.000	0.000	16.0	3.6	4.44	1.31e-06
Merged-chr11-44632758-1	chr11	44632664	44632853	+	0.000	0.000	17.5	4.0	4.37	1.13e-06
Merged-chr11-46028194-1	chr11	46028113	46028275	+	0.000	0.000	6.0	0.6	10.00	3.56e-05
Merged-chr11-46039272-1	chr11	46039099	46039446	+	0.000	0.000	15.0	3.4	4.41	3.03e-06
Merged-chr11-47023648-1	chr11	47023490	47023806	+	0.000	0.000	9.5	0.6	15.83	1.53e-08
Merged-chr11-49226677-1	chr11	49226598	49226756	+	0.000	0.000	12.0	2.8	4.29	3.74e-05
Merged-chr11-49640160-1	chr11	49640086	49640235	+	0.000	0.000	14.0	2.6	5.38	6.64e-07
Merged-chr11-50272175-1	chr11	50272118	50272233	+	0.000	0.000	14.5	2.8	5.18	1.56e-06
Merged-chr11-52409770-1	chr11	52409618	52409922	+	0.000	0.000	18.5	3.0	6.17	3.58e-09
Merged-chr11-52508881-1	chr11	52508806	52508956	+	0.000	0.000	12.5	0.6	20.83	2.50e-12
Merged-chr11-52942421-1	chr11	52942353	52942490	+	0.000	0.000	15.0	1.8	8.33	9.61e-10
Merged-chr11-53131275-1	chr11	53131199	53131352	+	0.000	0.000	13.5	2.4	5.62	1.54e-06
Merged-chr11-53828423-1	chr11	53828363	53828484	+	0.000	0.000	12.5	1.6	7.81	1.35e-07
Merged-chr11-54181119-1	chr11	54181051	54181187	+	0.000	0.000	4.0	0.2	20.00	5.46e-05
Merged-chr11-54682895-6	chr11	54682575	54683333	+	0.000	0.000	11.5	1.4	8.21	2.83e-07
Merged-chr11-56063873-2	chr11	56063762	56063978	+	0.000	0.000	42.0	9.2	4.56	2.76e-15
Merged-chr11-56238812-1	chr11	56238724	56238901	+	0.000	0.000	10.0	1.4	7.14	2.25e-06
Merged-chr11-57159195-1	chr11	57159114	57159277	+	0.000	0.000	11.0	1.8	6.11	3.13e-06
Merged-chr11-57992309-1	chr11	57992227	57992392	+	0.000	0.000	13.5	1.6	8.44	1.65e-08
Merged-chr11-58392661-1	chr11	58392564	58392759	+	0.000	0.000	4.0	0.2	20.00	5.46e-05
Merged-chr11-58529528-1	chr11	58529432	58529624	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr11-58757867-1	chr11	58757810	58757924	+	0.000	0.000	7.5	0.8	9.37	1.87e-05
Merged-chr11-58968776-1	chr11	58968702	58968851	+	0.000	0.000	22.0	4.8	4.58	8.97e-09
Merged-chr11-59551529-1	chr11	59551373	59551685	+	0.000	0.000	16.5	2.2	7.50	1.83e-09
Merged-chr11-59774162-1	chr11	59774106	59774219	+	0.000	0.000	12.0	1.2	10.00	6.18e-09
Merged-chr11-60545733-1	chr11	60545607	60545860	+	0.000	0.000	10.5	1.2	8.75	5.77e-07
Merged-chr11-61328054-1	chr11	61327997	61328112	+	0.000	0.000	10.0	1.4	7.14	2.25e-06
Merged-chr11-61872494-1	chr11	61872422	61872566	+	0.000	0.000	13.5	2.4	5.62	1.54e-06
Merged-chr11-62211252-1	chr11	62211093	62211412	+	0.000	0.000	25.0	5.4	4.63	7.49e-10
Merged-chr11-62983735-1	chr11	62983665	62983805	+	0.000	0.000	8.5	0.8	10.62	1.87e-06
Merged-chr11-64096370-1	chr11	64096277	64096463	+	0.000	0.000	12.0	2.4	5.00	8.46e-06
Merged-chr11-65208043-1	chr11	65207979	65208108	+	0.000	0.000	11.0	1.0	11.00	1.01e-08
Merged-chr11-67752161-1	chr11	67752082	67752240	+	0.000	0.000	10.0	1.6	6.25	7.15e-06
Merged-chr11-69005649-1	chr11	69005576	69005723	+	0.000	0.000	15.5	0.4	38.75	5.51e-19
Merged-chr11-69385883-1	chr11	69385803	69385963	+	0.000	0.000	17.0	3.2	5.31	5.38e-08
Merged-chr11-69462190-1	chr11	69462106	69462275	+	0.000	0.000	16.0	3.2	5.00	2.90e-07
Merged-chr11-70389633-1	chr11	70389579	70389687	+	0.000	0.000	11.5	2.6	4.42	8.68e-05
Merged-chr11-74142442-1	chr11	74142381	74142503	+	0.000	0.000	10.5	0.8	13.12	1.33e-08
Merged-chr11-75563073-1	chr11	75562965	75563182	+	0.000	0.000	21.0	4.6	4.56	2.06e-08
Merged-chr11-76168242-1	chr11	76168159	76168325	+	0.000	0.000	13.0	2.8	4.64	7.91e-06
Merged-chr11-77150814-1	chr11	77150719	77150909	+	0.000	0.000	11.0	1.4	7.86	2.83e-07
Merged-chr11-77416353-1	chr11	77416287	77416420	+	0.000	0.000	11.0	0.4	27.50	7.05e-13
Merged-chr11-77732410-1	chr11	77732348	77732473	+	0.000	0.000	7.5	0.2	37.50	2.08e-09
Merged-chr11-79268725-1	chr11	79268657	79268793	+	0.000	0.000	10.0	1.6	6.25	7.15e-06
Merged-chr11-79764603-1	chr11	79764529	79764677	+	0.000	0.000	9.5	0.8	11.87	1.66e-07
Merged-chr11-82837257-1	chr11	82837182	82837332	+	0.000	0.000	26.5	6.4	4.14	4.92e-09
Merged-chr11-84561458-1	chr11	84561401	84561515	+	0.000	0.000	13.5	1.4	9.64	3.49e-09
Merged-chr11-85790213-1	chr11	85790155	85790272	+	0.000	0.000	16.5	3.6	4.58	1.31e-06
Merged-chr11-87191377-1	chr11	87191313	87191442	+	0.000	0.000	9.5	1.6	5.94	4.54e-05
Merged-chr11-87772577-1	chr11	87772432	87772723	+	0.000	0.000	17.0	0.8	21.25	2.85e-17
Merged-chr11-87778511-1	chr11	87778413	87778609	+	0.000	0.000	18.0	2.6	6.92	3.96e-10
Merged-chr11-89536307-1	chr11	89536252	89536362	+	0.000	0.000	8.5	1.0	8.50	1.03e-05
Merged-chr11-90630173-1	chr11	90630097	90630249	+	0.000	0.000	8.0	0.8	10.00	1.87e-06
Merged-chr11-94570577-1	chr11	94570521	94570634	+	0.000	0.000	30.0	6.0	5.00	2.56e-12
Merged-chr11-94570837-1	chr11	94570707	94570968	+	0.000	0.000	40.0	8.4	4.76	3.25e-15
Merged-chr11-94930289-1	chr11	94930188	94930390	+	0.000	0.000	21.5	3.8	5.66	7.92e-10
Merged-chr11-96177827-1	chr11	96177742	96177912	+	0.000	0.000	15.5	3.2	4.84	1.47e-06
Merged-chr11-96345865-1	chr11	96345759	96345971	+	0.000	0.000	14.0	3.4	4.12	1.36e-05
Merged-chr11-96681263-1	chr11	96681192	96681335	+	0.000	0.000	10.5	2.0	5.25	4.65e-05
Merged-chr11-96822865-3	chr11	96822709	96823117	+	0.000	0.000	101.5	14.6	6.95	2.26e-49
Merged-chr11-101237519-1	chr11	101237461	101237577	+	0.000	0.000	11.0	0.8	13.75	9.68e-10
Merged-chr11-102492442-1	chr11	102492385	102492499	+	0.000	0.000	9.5	1.2	7.92	4.86e-06
Merged-chr11-104686176-1	chr11	104686102	104686251	+	0.000	0.000	12.5	2.0	6.25	1.37e-06
Merged-chr11-114692474-1	chr11	114692361	114692587	+	0.000	0.000	17.0	2.0	8.50	5.61e-11
Merged-chr11-115331580-1	chr11	115331503	115331658	+	0.000	0.000	12.5	2.8	4.46	3.74e-05
Merged-chr11-116244715-1	chr11	116244643	116244787	+	0.000	0.000	18.0	4.2	4.29	4.96e-07
Merged-chr11-116768298-1	chr11	116768244	116768353	+	0.000	0.000	15.5	1.8	8.61	9.61e-10
Merged-chr11-118955733-1	chr11	118955644	118955822	+	0.000	0.000	11.5	1.6	7.19	1.03e-06
Merged-chr11-119209213-1	chr11	119209157	119209269	+	0.000	0.000	15.5	3.4	4.56	3.03e-06
Merged-chr11-119563402-1	chr11	119563345	119563460	+	0.000	0.000	12.5	1.8	6.94	4.63e-07
Merged-chr11-121167338-1	chr11	121167236	121167441	+	0.000	0.000	16.0	1.8	8.89	1.07e-10
Merged-chr12-3162266-1	chr12	3162210	3162323	+	0.000	0.000	8.5	0.4	21.25	1.09e-08
Merged-chr12-4122958-2	chr12	4122719	4123129	+	0.000	0.000	32.0	7.0	4.57	4.86e-12
Merged-chr12-4194882-1	chr12	4194773	4194991	+	0.000	0.000	27.5	5.4	5.09	3.06e-11
Merged-chr12-4402072-1	chr12	4401998	4402147	+	0.000	0.000	11.0	2.0	5.50	8.31e-06
Merged-chr12-4524095-1	chr12	4524015	4524176	+	0.000	0.000	14.5	2.0	7.25	2.93e-08
Merged-chr12-4693012-1	chr12	4692911	4693114	+	0.000	0.000	11.5	2.6	4.42	8.68e-05
Merged-chr12-8294151-1	chr12	8294022	8294281	+	0.000	0.000	50.0	9.6	5.21	3.57e-20
Merged-chr12-11323683-1	chr12	11323588	11323779	+	0.000	0.000	14.5	2.6	5.58	6.64e-07
Merged-chr12-12196766-1	chr12	12196657	12196876	+	0.000	0.000	17.5	2.2	7.95	2.35e-10
Merged-chr12-12906060-1	chr12	12905959	12906162	+	0.000	0.000	9.5	1.6	5.94	4.54e-05
Merged-chr12-13390490-1	chr12	13390406	13390575	+	0.000	0.000	13.5	2.6	5.19	3.63e-06
Merged-chr12-13475801-1	chr12	13475706	13475896	+	0.000	0.000	14.5	3.0	4.83	3.40e-06
Merged-chr12-13490553-1	chr12	13490489	13490618	+	0.000	0.000	10.0	0.8	12.50	1.33e-08
Merged-chr12-16538844-1	chr12	16538787	16538902	+	0.000	0.000	16.5	4.0	4.12	4.90e-06
Merged-chr12-16552552-1	chr12	16552494	16552610	+	0.000	0.000	14.0	3.2	4.37	6.99e-06
Merged-chr12-17576405-1	chr12	17576349	17576461	+	0.000	0.000	9.5	1.6	5.94	4.54e-05
Merged-chr12-17674582-3	chr12	17674375	17674811	+	0.000	0.000	45.5	8.6	5.29	2.14e-18
Merged-chr12-17910692-1	chr12	17910592	17910792	+	0.000	0.000	7.5	0.6	12.50	3.05e-06
Merged-chr12-18240907-1	chr12	18240840	18240975	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr12-19209075-1	chr12	19209001	19209150	+	0.000	0.000	13.5	3.0	4.50	1.62e-05
Merged-chr12-19387765-5	chr12	19387317	19388231	+	0.000	0.000	78.5	18.6	4.22	1.02e-24
Merged-chr12-19771382-1	chr12	19771280	19771485	+	0.000	0.000	6.0	0.4	15.00	3.81e-06
Merged-chr12-19827921-1	chr12	19827842	19828000	+	0.000	0.000	6.0	0.4	15.00	3.81e-06
Merged-chr12-21172317-1	chr12	21172178	21172457	+	0.000	0.000	62.5	11.6	5.39	3.55e-25
Merged-chr12-21555246-1	chr12	21555105	21555388	+	0.000	0.000	11.5	1.4	8.21	2.83e-07
Merged-chr12-21653295-1	chr12	21653237	21653353	+	0.000	0.000	9.5	1.2	7.92	4.86e-06
Merged-chr12-22744984-1	chr12	22744886	22745083	+	0.000	0.000	6.5	0.4	16.25	3.81e-06
Merged-chr12-22745726-4	chr12	22745210	22746176	+	0.000	0.000	22.0	4.6	4.78	4.25e-09
Merged-chr12-23174210-1	chr12	23174147	23174273	+	0.000	0.000	4.0	0.2	20.00	5.46e-05
Merged-chr12-23794879-1	chr12	23794782	23794976	+	0.000	0.000	5.5	0.4	13.75	5.72e-05
Merged-chr12-23800758-4	chr12	23800480	23801183	+	0.000	0.000	56.0	7.6	7.37	1.72e-29
Merged-chr12-24894141-1	chr12	24894040	24894242	+	0.000	0.000	12.0	2.8	4.29	3.74e-05
Merged-chr12-25055090-1	chr12	25054990	25055191	+	0.000	0.000	48.5	7.8	6.22	2.60e-22
Merged-chr12-25645490-1	chr12	25645410	25645570	+	0.000	0.000	11.0	1.8	6.11	3.13e-06
Merged-chr12-26380086-1	chr12	26379984	26380188	+	0.000	0.000	13.0	2.2	5.91	5.96e-07
Merged-chr12-28726320-1	chr12	28726237	28726404	+	0.000	0.000	21.0	4.0	5.25	1.93e-09
Merged-chr12-29070584-1	chr12	29070466	29070703	+	0.000	0.000	16.0	3.8	4.21	2.59e-06
Merged-chr12-29456824-1	chr12	29456711	29456937	+	0.000	0.000	7.0	0.4	17.50	2.18e-07
Merged-chr12-32137556-1	chr12	32137479	32137633	+	0.000	0.000	7.5	0.8	9.37	1.87e-05
Merged-chr12-33221870-1	chr12	33221795	33221945	+	0.000	0.000	12.0	2.8	4.29	3.74e-05
Merged-chr12-33322612-1	chr12	33322529	33322695	+	0.000	0.000	16.0	3.4	4.71	6.34e-07
Merged-chr12-33632908-1	chr12	33632796	33633020	+	0.000	0.000	7.5	1.0	7.50	8.33e-05
Merged-chr12-34318626-1	chr12	34318564	34318688	+	0.000	0.000	13.0	2.0	6.50	2.08e-07
Merged-chr12-36645559-1	chr12	36645502	36645616	+	0.000	0.000	24.0	4.6	5.22	1.60e-10
Merged-chr12-40920052-1	chr12	40919979	40920126	+	0.000	0.000	9.5	1.2	7.92	4.86e-06
Merged-chr12-41350535-1	chr12	41350480	41350591	+	0.000	0.000	33.5	5.6	5.98	2.50e-15
Merged-chr12-41645143-2	chr12	41644939	41645308	+	0.000	0.000	36.0	8.2	4.39	7.49e-13
Merged-chr12-41654836-1	chr12	41654681	41654991	+	0.000	0.000	18.0	3.4	5.29	2.34e-08
Merged-chr12-45103200-1	chr12	45103047	45103353	+	0.000	0.000	11.0	1.6	6.87	1.03e-06
Merged-chr12-46660178-1	chr12	46660089	46660268	+	0.000	0.000	7.0	0.4	17.50	2.18e-07
Merged-chr12-47854782-1	chr12	47854693	47854871	+	0.000	0.000	13.5	2.8	4.82	7.91e-06
Merged-chr12-51312134-1	chr12	51312041	51312228	+	0.000	0.000	5.0	0.2	25.00	2.18e-06
Merged-chr12-52043037-1	chr12	52042955	52043119	+	0.000	0.000	16.5	2.4	6.87	6.11e-09
Merged-chr12-54479379-1	chr12	54479235	54479523	+	0.000	0.000	15.0	3.4	4.41	3.03e-06
Merged-chr12-55384892-1	chr12	55384824	55384961	+	0.000	0.000	24.0	2.6	9.23	1.22e-15
Merged-chr12-55590659-1	chr12	55590584	55590735	+	0.000	0.000	16.0	3.0	5.33	1.24e-07
Merged-chr12-55963096-1	chr12	55963021	55963171	+	0.000	0.000	7.0	0.8	8.75	1.87e-05
Merged-chr12-56062148-1	chr12	56062090	56062207	+	0.000	0.000	6.0	0.6	10.00	3.56e-05
Merged-chr12-59637704-1	chr12	59637604	59637805	+	0.000	0.000	12.0	2.4	5.00	8.46e-06
Merged-chr12-65089079-1	chr12	65089007	65089152	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr12-71477011-1	chr12	71476945	71477078	+	0.000	0.000	8.0	1.0	8.00	1.03e-05
Merged-chr12-73356841-1	chr12	73356737	73356946	+	0.000	0.000	12.0	2.4	5.00	8.46e-06
Merged-chr12-75960785-1	chr12	75960698	75960872	+	0.000	0.000	14.0	2.4	5.83	2.60e-07
Merged-chr12-76188931-1	chr12	76188827	76189035	+	0.000	0.000	15.5	3.8	4.08	1.11e-05
Merged-chr12-76291238-1	chr12	76291165	76291312	+	0.000	0.000	10.0	1.2	8.33	5.77e-07
Merged-chr12-77842093-1	chr12	77842014	77842173	+	0.000	0.000	10.5	1.2	8.75	5.77e-07
Merged-chr12-79076627-1	chr12	79076539	79076715	+	0.000	0.000	15.5	1.8	8.61	9.61e-10
Merged-chr12-81867526-1	chr12	81867436	81867616	+	0.000	0.000	19.5	4.4	4.43	2.17e-07
Merged-chr12-81984431-2	chr12	81984331	81984560	+	0.000	0.000	28.0	6.0	4.67	6.29e-11
Merged-chr12-82283816-1	chr12	82283718	82283915	+	0.000	0.000	31.5	7.0	4.50	2.24e-11
Merged-chr12-82295508-1	chr12	82295426	82295591	+	0.000	0.000	19.0	4.6	4.13	4.19e-07
Merged-chr12-82841622-1	chr12	82841565	82841680	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr12-83241322-2	chr12	83241230	83241443	+	0.000	0.000	30.0	6.4	4.69	1.21e-11
Merged-chr12-83540126-1	chr12	83540019	83540234	+	0.000	0.000	24.5	2.4	10.21	2.16e-16
Merged-chr12-84628847-1	chr12	84628792	84628902	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr12-84680926-1	chr12	84680854	84680998	+	0.000	0.000	17.0	4.2	4.05	2.16e-06
Merged-chr12-85905909-1	chr12	85905854	85905964	+	0.000	0.000	9.0	0.8	11.25	1.66e-07
Merged-chr12-86201689-1	chr12	86201622	86201756	+	0.000	0.000	8.5	0.8	10.62	1.87e-06
Merged-chr12-86470339-1	chr12	86470276	86470403	+	0.000	0.000	12.0	2.2	5.45	3.57e-06
Merged-chr12-91892432-1	chr12	91892300	91892564	+	0.000	0.000	11.5	1.8	6.39	3.13e-06
Merged-chr12-98375833-1	chr12	98375760	98375906	+	0.000	0.000	12.0	2.4	5.00	8.46e-06
Merged-chr12-101159063-1	chr12	101158978	101159149	+	0.000	0.000	12.0	1.2	10.00	6.18e-09
Merged-chr12-101390380-1	chr12	101390311	101390450	+	0.000	0.000	10.5	1.8	5.83	1.94e-05
Merged-chr12-102199998-1	chr12	102199930	102200067	+	0.000	0.000	12.0	2.8	4.29	3.74e-05
Merged-chr12-104399959-1	chr12	104399793	104400125	+	0.000	0.000	11.5	2.2	5.23	1.98e-05
Merged-chr12-107119278-2	chr12	107119156	107119384	+	0.000	0.000	26.0	2.4	10.83	1.90e-18
Merged-chr12-107762337-2	chr12	107762225	107762457	+	0.000	0.000	41.0	9.8	4.18	9.44e-14
Merged-chr12-109418504-1	chr12	109418425	109418583	+	0.000	0.000	10.0	1.6	6.25	7.15e-06
Merged-chr12-109746994-1	chr12	109746929	109747059	+	0.000	0.000	11.0	2.0	5.50	8.31e-06
Merged-chr12-109937403-1	chr12	109937330	109937476	+	0.000	0.000	8.5	0.6	14.17	2.29e-07
Merged-chr12-109950495-1	chr12	109950281	109950709	+	0.000	0.000	43.5	7.8	5.58	1.89e-18
Merged-chr12-109950835-1	chr12	109950743	109950928	+	0.000	0.000	35.0	6.0	5.83	4.95e-16
Merged-chr12-110581624-1	chr12	110581520	110581728	+	0.000	0.000	14.0	3.4	4.12	1.36e-05
Merged-chr12-112285151-1	chr12	112285047	112285255	+	0.000	0.000	11.0	2.4	4.58	4.31e-05
Merged-chr12-112288278-1	chr12	112288212	112288344	+	0.000	0.000	14.5	2.0	7.25	2.93e-08
Merged-chr12-112376609-1	chr12	112376535	112376684	+	0.000	0.000	10.0	2.0	5.00	4.65e-05
Merged-chr12-113112779-1	chr12	113112683	113112876	+	0.000	0.000	17.5	3.6	4.86	2.75e-07
Merged-chr12-114223199-1	chr12	114223090	114223309	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr12-116479093-1	chr12	116479037	116479149	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr12-116513154-1	chr12	116513092	116513216	+	0.000	0.000	9.5	1.2	7.92	4.86e-06
Merged-chr12-116781053-1	chr12	116780979	116781127	+	0.000	0.000	12.0	2.0	6.00	1.37e-06
Merged-chr12-117689866-1	chr12	117689782	117689950	+	0.000	0.000	14.5	3.2	4.53	6.99e-06
Merged-chr13-4124922-1	chr13	4124854	4124990	+	0.000	0.000	10.5	1.6	6.56	7.15e-06
Merged-chr13-6139017-1	chr13	6138962	6139073	+	0.000	0.000	11.0	1.6	6.87	1.03e-06
Merged-chr13-6981785-1	chr13	6981657	6981914	+	0.000	0.000	15.5	1.8	8.61	9.61e-10
Merged-chr13-8692080-1	chr13	8692023	8692138	+	0.000	0.000	12.0	0.6	20.00	2.50e-12
Merged-chr13-8721148-1	chr13	8721081	8721215	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr13-9388928-1	chr13	9388870	9388986	+	0.000	0.000	14.5	1.6	9.06	1.87e-09
Merged-chr13-9623925-1	chr13	9623861	9623989	+	0.000	0.000	10.5	1.4	7.50	2.25e-06
Merged-chr13-10955156-1	chr13	10955099	10955214	+	0.000	0.000	9.0	1.0	9.00	1.13e-06
Merged-chr13-12176763-1	chr13	12176694	12176833	+	0.000	0.000	10.0	2.0	5.00	4.65e-05
Merged-chr13-13290917-1	chr13	13290849	13290985	+	0.000	0.000	9.0	0.4	22.50	4.85e-10
Merged-chr13-14222694-1	chr13	14222624	14222764	+	0.000	0.000	12.0	1.8	6.67	4.63e-07
Merged-chr13-19592236-1	chr13	19592173	19592299	+	0.000	0.000	11.0	1.8	6.11	3.13e-06
Merged-chr13-19688001-1	chr13	19687920	19688082	+	0.000	0.000	13.5	2.0	6.75	2.08e-07
Merged-chr13-20513989-1	chr13	20513877	20514102	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chr13-20536736-1	chr13	20536592	20536880	+	0.000	0.000	9.0	1.0	9.00	1.13e-06
Merged-chr13-27469102-1	chr13	27469007	27469198	+	0.000	0.000	8.5	1.0	8.50	1.03e-05
Merged-chr13-29745556-1	chr13	29745483	29745629	+	0.000	0.000	21.0	3.8	5.53	7.92e-10
Merged-chr13-32404821-1	chr13	32404723	32404919	+	0.000	0.000	13.5	2.0	6.75	2.08e-07
Merged-chr13-34335544-1	chr13	34335379	34335709	+	0.000	0.000	40.0	9.4	4.26	1.11e-13
